candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
959,fe-candidate-0959-adrian-carmack,Adrian Carmack,1969,id Software founder,,,,,https://en.wikipedia.org/wiki/Adrian_Carmack,unresearched,unverified_candidate,Curated: id Software founder
960,fe-candidate-0960-james-f.-allen-(computer-scientist),James F. Allen (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/James_F._Allen_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
961,fe-candidate-0961-luke-farritor,Luke Farritor,,American software engineers,,,,,https://en.wikipedia.org/wiki/Luke_Farritor,unresearched,unverified_candidate,Wikipedia category: American software engineers
962,fe-candidate-0962-myra-b.-cohen,Myra B. Cohen,,American software engineers,,,,,https://en.wikipedia.org/wiki/Myra_B._Cohen,unresearched,unverified_candidate,Wikipedia category: American software engineers
963,fe-candidate-0963-christopher-olah,Christopher Olah,1990,Anthropic researcher,,,,,https://en.wikipedia.org/wiki/Christopher_Olah,unresearched,unverified_candidate,Curated: Anthropic researcher
964,fe-candidate-0964-jean-sammet,Jean Sammet,1928,COBOL contributor,,,,,https://en.wikipedia.org/wiki/Jean_Sammet,unresearched,unverified_candidate,Curated: COBOL contributor
965,fe-candidate-0965-thomas-e.-anderson,Thomas E. Anderson,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Thomas_E._Anderson,unresearched,unverified_candidate,Wikipedia category: American computer scientists
966,fe-candidate-0966-conal-elliott,Conal Elliott,,FRP creator,,,,,https://en.wikipedia.org/wiki/Conal_Elliott,unresearched,unverified_candidate,Curated: FRP creator
967,fe-candidate-0967-alan-kay,Alan Kay,1940,OOP pioneer,,,,,https://en.wikipedia.org/wiki/Alan_Kay,unresearched,unverified_candidate,Curated: OOP pioneer
968,fe-candidate-0968-trip-adler,Trip Adler,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Trip_Adler,unresearched,unverified_candidate,Wikipedia category: American technology company founders
969,fe-candidate-0969-karen-casella,Karen Casella,,American software engineers,,,,,https://en.wikipedia.org/wiki/Karen_Casella,unresearched,unverified_candidate,Wikipedia category: American software engineers
970,fe-candidate-0970-michael-brooks,Michael Brooks,,PhoneGap engineer,,,,,https://en.wikipedia.org/wiki/Michael_Brooks,unresearched,unverified_candidate,Curated: PhoneGap engineer
971,fe-candidate-0971-jim-highsmith,Jim Highsmith,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jim_Highsmith,unresearched,unverified_candidate,Wikipedia category: American software engineers
972,fe-candidate-0972-brittney-exline,Brittney Exline,,American software engineers,,,,,https://en.wikipedia.org/wiki/Brittney_Exline,unresearched,unverified_candidate,Wikipedia category: American software engineers
973,fe-candidate-0973-john-hughes,John Hughes,,Haskell researcher,,,,,https://en.wikipedia.org/wiki/John_Hughes,unresearched,unverified_candidate,Curated: Haskell researcher
974,fe-candidate-0974-sergio-villarreal,Sergio Villarreal,,Slack founder,,,,,https://en.wikipedia.org/wiki/Sergio_Villarreal,unresearched,unverified_candidate,Curated: Slack founder
975,fe-candidate-0975-andrei-alexandrescu,Andrei Alexandrescu,1969,D/C++ author,,,,,https://en.wikipedia.org/wiki/Andrei_Alexandrescu,unresearched,unverified_candidate,Curated: D/C++ author
976,fe-candidate-0976-yuri-burda,Yuri Burda,,AI researcher,,,,,https://en.wikipedia.org/wiki/Yuri_Burda,unresearched,unverified_candidate,Curated: AI researcher
977,fe-candidate-0977-douglas-engelbart,Douglas Engelbart,1925,mouse inventor,,,,,https://en.wikipedia.org/wiki/Douglas_Engelbart,unresearched,unverified_candidate,Curated: mouse inventor
978,fe-candidate-0978-james-c.-browne,James C. Browne,,American computer scientists,,,,,https://en.wikipedia.org/wiki/James_C._Browne,unresearched,unverified_candidate,Wikipedia category: American computer scientists
979,fe-candidate-0979-jan-koum,Jan Koum,1970,WhatsApp founder,,,,,https://en.wikipedia.org/wiki/Jan_Koum,unresearched,unverified_candidate,Curated: WhatsApp founder
980,fe-candidate-0980-samuel-buss,Samuel Buss,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Samuel_Buss,unresearched,unverified_candidate,Wikipedia category: American computer scientists
981,fe-candidate-0981-gary-wang,Gary Wang,1994,FTX founder,,,,,https://en.wikipedia.org/wiki/Gary_Wang,unresearched,unverified_candidate,Curated: FTX founder
982,fe-candidate-0982-shou-zi-chew,Shou Zi Chew,1982,TikTok CEO,,,,,https://en.wikipedia.org/wiki/Shou_Zi_Chew,unresearched,unverified_candidate,Curated: TikTok CEO
983,fe-candidate-0983-aisha-bowe,Aisha Bowe,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Aisha_Bowe,unresearched,unverified_candidate,Wikipedia category: American computer scientists
984,fe-candidate-0984-grady-booch,Grady Booch,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Grady_Booch,unresearched,unverified_candidate,Wikipedia category: American computer scientists
985,fe-candidate-0985-luca-carloni,Luca Carloni,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Luca_Carloni,unresearched,unverified_candidate,Wikipedia category: American computer scientists
986,fe-candidate-0986-jeff-skoll,Jeff Skoll,1965,eBay founder,,,,,https://en.wikipedia.org/wiki/Jeff_Skoll,unresearched,unverified_candidate,Curated: eBay founder
987,fe-candidate-0987-charles-bachman,Charles Bachman,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Charles_Bachman,unresearched,unverified_candidate,Wikipedia category: American computer scientists
988,fe-candidate-0988-anthony-di-iorio,Anthony Di Iorio,1974,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Anthony_Di_Iorio,unresearched,unverified_candidate,Curated: Ethereum founder
989,fe-candidate-0989-joel-watson,Joel Watson,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Joel_Watson,unresearched,unverified_candidate,Curated: GitHub engineer
990,fe-candidate-0990-brett-adcock,Brett Adcock,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Brett_Adcock,unresearched,unverified_candidate,Wikipedia category: American technology company founders
991,fe-candidate-0991-muneeb-ali,Muneeb Ali,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Muneeb_Ali,unresearched,unverified_candidate,Wikipedia category: American computer scientists
992,fe-candidate-0992-jeff-geerling,Jeff Geerling,,American software engineers,,,,,https://en.wikipedia.org/wiki/Jeff_Geerling,unresearched,unverified_candidate,Wikipedia category: American software engineers
993,fe-candidate-0993-herb-sutter,Herb Sutter,1963,C++ author,,,,,https://en.wikipedia.org/wiki/Herb_Sutter,unresearched,unverified_candidate,Curated: C++ author
994,fe-candidate-0994-long-ouyang,Long Ouyang,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Long_Ouyang,unresearched,unverified_candidate,Curated: OpenAI researcher
995,fe-candidate-0995-mark-rein,Mark Rein,1963,Epic Games VP,,,,,https://en.wikipedia.org/wiki/Mark_Rein,unresearched,unverified_candidate,Curated: Epic Games VP
996,fe-candidate-0996-arthur-mensch,Arthur Mensch,1992,Mistral AI founder,,,,,https://en.wikipedia.org/wiki/Arthur_Mensch,unresearched,unverified_candidate,Curated: Mistral AI founder
997,fe-candidate-0997-daniel-gross,Daniel Gross,1987,AngelList/YC partner,,,,,https://en.wikipedia.org/wiki/Daniel_Gross,unresearched,unverified_candidate,Curated: AngelList/YC partner
998,fe-candidate-0998-marsha-berger,Marsha Berger,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Marsha_Berger,unresearched,unverified_candidate,Wikipedia category: American computer scientists
999,fe-candidate-0999-lara-schenk,Lara Schenk,,web developer,,,,,https://en.wikipedia.org/wiki/Lara_Schenk,unresearched,unverified_candidate,Curated: web developer
1000,fe-candidate-1000-ashish-vaswani,Ashish Vaswani,1986,AI researcher,,,,,https://en.wikipedia.org/wiki/Ashish_Vaswani,unresearched,unverified_candidate,Curated: AI researcher
1001,fe-candidate-1001-alec-muffett,Alec Muffett,,American software engineers,,,,,https://en.wikipedia.org/wiki/Alec_Muffett,unresearched,unverified_candidate,Wikipedia category: American software engineers
1002,fe-candidate-1002-roshan-sivakumar,Roshan Sivakumar,,tech engineer,,,,,https://en.wikipedia.org/wiki/Roshan_Sivakumar,unresearched,unverified_candidate,Curated: tech engineer
1003,fe-candidate-1003-yukihiro-matsumoto,Yukihiro Matsumoto,1965,Ruby creator,,,,,https://en.wikipedia.org/wiki/Yukihiro_Matsumoto,unresearched,unverified_candidate,Curated: Ruby creator
1004,fe-candidate-1004-lorenzo-alvisi,Lorenzo Alvisi,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Lorenzo_Alvisi,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1005,fe-candidate-1005-rebecca-bace,Rebecca Bace,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Rebecca_Bace,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1006,fe-candidate-1006-margaret-hamilton-(software-engineer),Margaret Hamilton (software engineer),,American software engineers,,,,,https://en.wikipedia.org/wiki/Margaret_Hamilton_(software_engineer),unresearched,unverified_candidate,Wikipedia category: American software engineers
1007,fe-candidate-1007-joel-barr,Joel Barr,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Joel_Barr,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1008,fe-candidate-1008-walter-bright,Walter Bright,1958,D language creator,,,,,https://en.wikipedia.org/wiki/Walter_Bright,unresearched,unverified_candidate,Curated: D language creator
1009,fe-candidate-1009-andrea-arpaci-dusseau,Andrea Arpaci-Dusseau,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Andrea_Arpaci-Dusseau,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1010,fe-candidate-1010-phil-wadler,Phil Wadler,1956,Haskell researcher,,,,,https://en.wikipedia.org/wiki/Phil_Wadler,unresearched,unverified_candidate,Curated: Haskell researcher
1011,fe-candidate-1011-james-o'beirne,James O'Beirne,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/James_O'Beirne,unresearched,unverified_candidate,Curated: Bitcoin contributor
1012,fe-candidate-1012-alex-wang,Alex Wang,1997,Scale AI founder,,,,,https://en.wikipedia.org/wiki/Alex_Wang,unresearched,unverified_candidate,Curated: Scale AI founder
1013,fe-candidate-1013-mistral-ai-founder,Mistral AI founder,,AI founder,,,,,https://en.wikipedia.org/wiki/Mistral_AI_founder,unresearched,unverified_candidate,Curated: AI founder
1014,fe-candidate-1014-zachary-abrams,Zachary Abrams,,Brex engineer,,,,,https://en.wikipedia.org/wiki/Zachary_Abrams,unresearched,unverified_candidate,Curated: Brex engineer
1015,fe-candidate-1015-bryan-cantrill,Bryan Cantrill,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Bryan_Cantrill,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1016,fe-candidate-1016-rama-akkiraju,Rama Akkiraju,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Rama_Akkiraju,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1017,fe-candidate-1017-david-stavens,David Stavens,,Udacity founder,,,,,https://en.wikipedia.org/wiki/David_Stavens,unresearched,unverified_candidate,Curated: Udacity founder
1018,fe-candidate-1018-howard-hinnant,Howard Hinnant,,C++ library maintainer,,,,,https://en.wikipedia.org/wiki/Howard_Hinnant,unresearched,unverified_candidate,Curated: C++ library maintainer
1019,fe-candidate-1019-ryan-teo,Ryan Teo,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Ryan_Teo,unresearched,unverified_candidate,Curated: OpenAI researcher
1020,fe-candidate-1020-katherine-wu,Katherine Wu,,Rails contributor,,,,,https://en.wikipedia.org/wiki/Katherine_Wu,unresearched,unverified_candidate,Curated: Rails contributor
1021,fe-candidate-1021-safal-bora,Safal Bora,,American software engineers,,,,,https://en.wikipedia.org/wiki/Safal_Bora,unresearched,unverified_candidate,Wikipedia category: American software engineers
1022,fe-candidate-1022-su-zhu,Su Zhu,1987,3AC founder,,,,,https://en.wikipedia.org/wiki/Su_Zhu,unresearched,unverified_candidate,Curated: 3AC founder
1023,fe-candidate-1023-dennis-austin,Dennis Austin,,American software engineers,,,,,https://en.wikipedia.org/wiki/Dennis_Austin,unresearched,unverified_candidate,Wikipedia category: American software engineers
1024,fe-candidate-1024-patrick-lewis,Patrick Lewis,,Cohere researcher,,,,,https://en.wikipedia.org/wiki/Patrick_Lewis,unresearched,unverified_candidate,Curated: Cohere researcher
1025,fe-candidate-1025-sebastiën-pahl,Sebastiën Pahl,,Docker founder,,,,,https://en.wikipedia.org/wiki/Sebastiën_Pahl,unresearched,unverified_candidate,Curated: Docker founder
1026,fe-candidate-1026-divya-gokulnath,Divya Gokulnath,,Byju's founder,,,,,https://en.wikipedia.org/wiki/Divya_Gokulnath,unresearched,unverified_candidate,Curated: Byju's founder
1027,fe-candidate-1027-tj-holowaychuk,TJ Holowaychuk,1987,open source maintainer,,,,,https://en.wikipedia.org/wiki/TJ_Holowaychuk,unresearched,unverified_candidate,Curated: open source maintainer
1028,fe-candidate-1028-andrew-trader,Andrew Trader,,Zynga founder,,,,,https://en.wikipedia.org/wiki/Andrew_Trader,unresearched,unverified_candidate,Curated: Zynga founder
1029,fe-candidate-1029-karina-nguyen,Karina Nguyen,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Karina_Nguyen,unresearched,unverified_candidate,Curated: OpenAI researcher
1030,fe-candidate-1030-jon-bentley-(computer-scientist),Jon Bentley (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jon_Bentley_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
1031,fe-candidate-1031-antoine-cotten,Antoine Cotten,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Antoine_Cotten,unresearched,unverified_candidate,Curated: Docker engineer
1032,fe-candidate-1032-nick-frosst,Nick Frosst,1995,Cohere founder,,,,,https://en.wikipedia.org/wiki/Nick_Frosst,unresearched,unverified_candidate,Curated: Cohere founder
1033,fe-candidate-1033-aaron-bobick,Aaron Bobick,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Aaron_Bobick,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1034,fe-candidate-1034-urs-holzle,Urs Holzle,,Google engineer,,,,,https://en.wikipedia.org/wiki/Urs_Holzle,unresearched,unverified_candidate,Curated: Google engineer
1035,fe-candidate-1035-liz-fong-jones,Liz Fong-Jones,,American software engineers,,,,,https://en.wikipedia.org/wiki/Liz_Fong-Jones,unresearched,unverified_candidate,Wikipedia category: American software engineers
1036,fe-candidate-1036-forrest-norvell,Forrest Norvell,,npm engineer,,,,,https://en.wikipedia.org/wiki/Forrest_Norvell,unresearched,unverified_candidate,Curated: npm engineer
1037,fe-candidate-1037-estelle-weyl,Estelle Weyl,,web developer,,,,,https://en.wikipedia.org/wiki/Estelle_Weyl,unresearched,unverified_candidate,Curated: web developer
1038,fe-candidate-1038-ronald-baecker,Ronald Baecker,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Ronald_Baecker,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1039,fe-candidate-1039-nicholas-j.-belkin,Nicholas J. Belkin,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nicholas_J._Belkin,unresearched,unverified_candidate,Wikipedia category: American computer scientists
1040,fe-candidate-1040-bing-xu,Bing Xu,,MXNet contributor,,,,,https://en.wikipedia.org/wiki/Bing_Xu,unresearched,unverified_candidate,Curated: MXNet contributor
1041,fe-candidate-1041-hans-juergen-boehm,Hans-Juergen Boehm,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Hans-Juergen_Boehm,unresearched,unverified_candidate,Wikipedia category: American computer scientists
